mu;ReferenceEK0_nsteps;ReferenceEK0_errors;ReferenceEK0_seconds;KroneckerEK0_nsteps;KroneckerEK0_errors;KroneckerEK0_seconds;DiagonalEK0_nsteps;DiagonalEK0_errors;DiagonalEK0_seconds;ReferenceEK1_nsteps;ReferenceEK1_errors;ReferenceEK1_seconds;DiagonalEK1_nsteps;DiagonalEK1_errors;DiagonalEK1_seconds;ETruncationEK1_nsteps;ETruncationEK1_errors;ETruncationEK1_seconds
1;276;0.00046962806145942504;7.6524128913879395;276;0.00046967734100269033;5.647122621536255;314;0.0003065985887862919;2.8061888217926025;65;1.0199390741505637e-05;1.3686418533325195;297;0.00016536809168579878;2.5725913047790527;66;8.908736569173098e-05;2.7545084953308105
10;3779;1.681989947176075e-05;45.939385652542114;3777;2.4326515141290103e-05;65.11082673072815;3840;0.00017198747812485437;25.05918526649475;303;1.6514998955819274e-05;5.321703910827637;1317;0.00015259652893897832;9.767380237579346;305;3.4805221399012353e-05;10.416675329208374
